1601,9,Caught accepting bribe from a person,Redbridge
1602,27,Committed fraud through online phishing,Redbridge
1603,57,Caught for underreporting income,Greenwich
1604,48,Caught extorting money from shops in 3rd avenue,Kensington and Chelsea
1605,20,Abandoned the parents,Kensington and Chelsea
1606,16,Indecent behaviour in the court,Bromley
1607,40,Assassinated a woman using a dagger41Commited murder of the second degree,Camden
1608,52,Sexually assaulted a co-worker,Waltham Forest
1609,24,Caught stealing money from the workplace,Merton
1610,22,Caught selling heroin,Camden
1611,54,Guilty of soliciting a murder,Bexley
1612,17,Found abusing a child online,Ealing
1613,58,Caught involved in Credit card scam,Bexley
1614,9,Caught bribing a politition,Hackney
1615,34,Kidnapped a 3 year old child,Wandsworth
1616,21,Caught manufacturing large quantities of cocaine,Wandsworth
1617,27,Used trust funds for fraudulent purposes,Southwark
1618,46,Caught drunk and urinating on the street,Redbridge
1619,36,Stabbed a man dead,Barking and Dagenham
1620,60,Caught practicing a ponzi scheme,Haringey
1621,4,Broke into a house and stole valuables,Hackney
1622,9,Caught bribing a politition,Hillingdon
1623,57,Caught for hiding interest in offshore accounts,Bexley
1624,58,Caught involved in a lottery scam,Islington
1625,41,Pushed a man down the stairs after argument,Wandsworth
1626,37,Caught in possession of medical marijuana without doctors prescription,Barking and Dagenham
1627,16,Failed to comply with courts order,Greenwich
1628,61,Caught manipulating employees of a company to transfer money to a bank account,Newham
1629,44,Violated terms of proabtion by approaching victim/defendent,Islington
1630,20,Financially exploited the elderly,Tower Hamlets
1631,11,Beat 13 year old daughter,Barking and Dagenham
1632,10,Abandoned child on the road,Westminster
1633,59,Caught damaging library books,Camden
1634,47,Caught trying to lure people into a pyramid scheme,Brent
1635,46,Caught drunk and urinating on the street,Sutton
1636,45,Caught practicing prostitution on 1st street,Ealing
1637,59,Caught defacing a monument,Tower Hamlets
1638,4,Broke into a store and stole valuables,Barnet
1639,28,Harassed a student,Brent
1640,38,Caught drinking under age,City of London
1641,38,Caught in possession of alcohol under age,Barking and Dagenham
1642,13,Stole companys private information,Merton
1643,1,Aided a criminal,Ealing
1644,40,Assassinated a man using a knife,Kensington and Chelsea
1645,18,Caught in a drunk state,Merton
1646,41,Hit husband on the head with a candlestick after she found out about his affair,Greenwich
1647,16,Failed to comply with courts order,Barking and Dagenham
1648,2,Assaulted a police officer,Enfield
1649,43,Committed perjury by confirming false information,Bromley
1650,20,Abandoned the parents,Southwark
1651,38,Caught drinking under age,Kensington and Chelsea
1652,25,Blackmailed the employer for raise in wage,Haringey
1653,28,Harassed a student,Southwark
1654,19,Played loud music after 11pm,Barnet
1655,59,Caught defacing a monument,Croydon
1656,1,Aided a murderer,Bexley
1657,22,Caught selling methamphetamine,Camden
1658,59,Caught painting on private owned walls,Brent
1659,56,Involved in unlawful sex with a minor,Barnet
1660,18,Caught urinating in public,Bromley
1661,50,Robbed a local shop,Merton
1662,2,Assaulted a politition,City of London
1663,59,Caught damaging library books,Barking and Dagenham
1664,17,Found harrasing a child online,Ealing
1665,1,Aided a criminal,Bromley
1666,13,Corrupted the data files of a company,Lambeth
1667,51,Diverted funds from banks to stockbrokers,Islington
1668,43,Committed perjury while under oath,Sutton
1669,54,Guilty of soliciting a murder,Redbridge
1670,30,Committed consensual homicide,Haringey
1671,17,Found humiliating a child online,Brent
1672,17,Found abusing a child online,Tower Hamlets
1673,9,Caught accepting bribe from a person,Lewisham
1674,60,Caught practicing a ponzi scheme,Croydon
1675,27,Used trust funds for fraudulent purposes,Kingston upon Thames
1676,20,Assaulted the spouse,Wandsworth
1677,1,Aided a runaway,Merton
1678,27,Used trust funds for fraudulent purposes,Wandsworth
1679,7,Hit a person on the head with a rod,Hounslow
1680,7,Shot a person on the shoulder,Newham
1681,21,Caught manufacturing large quantities of methamphetamine,Hackney
1682,20,Abandoned the parents,Haringey
1683,18,Caught engaing in a fight,Lambeth
1684,3,Found possessing 1 kg cocaine,Ealing
1685,20,Assaulted the spouse,Sutton
1686,2,Assaulted a politition,Harrow
1687,20,Financially exploited the elderly,Lambeth
1688,5,Robbed a store,Richmond upon Thames
1689,39,Caught laundering illegal drug money,Bexley
1690,25,Blackmailed the employer for raise in wage,Westminster
1691,12,Found selling/uploading child pornography,Brent
1692,24,Caught stealing money from the workplace,Southwark
1693,12,Found with collection of child pornography,Hillingdon
1694,9,Caught bribing a police officer,Newham
1695,13,Hacked into a website,Harrow
1696,25,Extorted money from a person under threat of exposure,Brent
1697,15,Stole money from other peoples credit card,Barnet
1698,55,Caught stalking ex-girlfriend,Merton
1699,46,Caught drunk and urinating on the street,Tower Hamlets
1700,9,Caught bribing a politition,Harrow
1701,17,Found threatening a child online,Barnet
1702,18,Caught urinating in public,Lambeth
1703,6,Had set fire to the house,Harrow
1704,20,Engaged in a abusive behaviour against the spouse,Kingston upon Thames
1705,35,Accidentally shot a relative,Tower Hamlets
1706,26,Forged stamp papers,Bromley
1707,7,Shot a person on the shoulder,Westminster
1708,19,Played loud music after 11pm,Hillingdon
1709,20,Financially exploited the elderly,Enfield
1710,14,Conspired to rob a bank,Camden
1711,51,Diverted funds from banks to stockbrokers,Newham
1712,32,Caught impersonating another student in the exam hall,Redbridge
1713,34,Kidnapped a 5 year old child,Barnet
1714,42,Caught with an open bottle of alcohol in the car,Westminster
1715,51,Caught manipulating accounts,Lewisham
1716,6,Had set fire to the vehicle,Barnet
1717,53,Caught shoplifting on 3rd street,Croydon
1718,12,Found with collection of child pornography,Westminster
1719,59,Caught painting on private owned walls,Hillingdon
1720,54,Guilty of soliciting a kidnapping,Newham
1721,35,Accidentally shot a man,Newham
1722,11,Beat 13 year old daughter,Enfield
1723,39,Caught laundering illegal drug money,Kingston upon Thames
1724,22,Caught selling methamphetamine,Islington
1725,52,Sexually assaulted an employee,Barking and Dagenham
1726,20,Engaged in a abusive behaviour against the spouse,Westminster
1727,47,Caught trying to lure people into a pyramid scheme,Islington
1728,57,Caught for underreporting income,Harrow
1729,2,Assaulted a police officer,Islington
1730,49,Raped a co-worker,Hackney
1731,17,Found threatening a child online,Kensington and Chelsea
1732,8,Attempted to rob a bank,Lewisham
1733,60,Caught laundering money,Bexley
1734,34,Kidnapped a 3 year old child,Brent
1735,39,Laundered black money,Ealing
1736,16,Failed to appear in front of the court,Lewisham
1737,41,Pushed a man down the stairs after argument,Redbridge
1738,49,Raped a minor,Islington
1739,56,Sexually assaulted a minor,Hammersmith and Fulham
1740,4,Broke into a house and stole valuables,Hackney
1741,29,Committed hate crimes against religion,Redbridge
1742,11,Beat 10 year old son,Kensington and Chelsea
1743,6,Had set fire to the house,Richmond upon Thames
1744,3,Found cultitvating drugs,Ealing
1745,55,Caught stalking a woman,Wandsworth
1746,1,Aided a criminal,Kingston upon Thames
1747,10,Abandoned child on the road,Hackney
1748,51,Diverted funds from banks to stockbrokers,Ealing
1749,38,Caught in possession of alcohol under age,Redbridge
1750,59,Caught defacing a monument,Haringey
1751,10,Abandoned child in the mall,Haringey
1752,5,Robbed a bank,Lambeth
1753,18,Caught loitering the streets,Lewisham
1754,2,Assaulted a woman,Redbridge
1755,6,Had set fire to the vehicle,Tower Hamlets
1756,36,Shot a woman dead,Ealing
1757,26,Forged stamp papers,Kensington and Chelsea
1758,42,Caught with an open botle of alcohol in the park,Waltham Forest
1759,44,Violated terms of probation by leaving the city,Camden
1760,33,Used car insurance funds for fraudulent purposes,Camden
1761,33,Used car insurance funds for fraudulent purposes,Merton
1762,24,Caught stealing money from the employer,Barnet
1763,5,Robbed a civilian,Ealing
1764,14,Conspired to hijack a plane,Barking and Dagenham
1765,2,Assaulted a minor,Redbridge
1766,27,Committed fraud through online phishing,Lewisham
1767,9,Caught bribing a politition,Croydon
1768,57,Caught for underreporting income,Redbridge
1769,6,Had set fire to the vehicle,Croydon
1770,40,Assassinated a man using a knife,Kingston upon Thames
1771,39,Caught laundering illegal drug money,Hounslow
1772,4,Broke into a store and stole valuables,Barking and Dagenham
1773,26,Forged signature of authority,Southwark
1774,38,Caught drinking under age,Croydon
1775,51,Caught manipulating accounts,Wandsworth
1776,25,Blackmailed the employer for raise in wage,Greenwich
1777,10,Abandoned child on the road,Newham
1778,40,Assassinated a woman using a dagger41Commited murder of the second degree,Croydon
1779,15,Stole money from other peoples credit card,Greenwich
1780,34,Kidnapped a 3 year old child,Barnet
1781,6,Had set fire to the building,Redbridge
1782,7,Shot a person on the shoulder,Waltham Forest
1783,36,Stabbed a man dead,Newham
1784,13,Hacked into a website,Westminster
1785,6,Had set fire to a cinema,Newham
1786,19,Started a brawl,Hammersmith and Fulham
1787,57,Caught for underreporting income,Havering
1788,18,Caught in a drunk state,Harrow
1789,17,Found threatening a child online,Southwark
1790,61,Caught manipulating employees of a company to transfer money to a bank account,Hackney
1791,34,Kidnapped a 5 year old child,Waltham Forest
1792,20,Engaged in a abusive behaviour against the spouse,Kingston upon Thames
1793,49,Raped a minor,Sutton
1794,19,Started a brawl,Harrow
1795,54,Guilty of soliciting prostitution,Hillingdon
1796,31,Caught streaking in the stadium,Croydon
1797,7,Shot a person on the shoulder,Barking and Dagenham
1798,17,Found abusing a child online,Harrow
1799,5,Robbed a store,Croydon
1800,31,Caught streaking in the stadium,Redbridge
1801,2,Assaulted a minor,Camden
1802,2,Assaulted a woman,Haringey
1803,18,Caught in a drunk state,Hammersmith and Fulham
1804,42,Caught with an open botle of alcohol in the park,Bexley
1805,10,Abandoned child on the road,Greenwich
1806,18,Caught urinating in public,Hillingdon
1807,3,Found cultitvating drugs,Lambeth
1808,52,Sexually assaulted a co-worker,Bromley
1809,49,Raped a co-worker,Hillingdon
1810,35,Accidentally shot a man,Harrow
1811,27,Used trust funds for fraudulent purposes,Brent
1812,50,Robbed a house,Bromley
1813,51,Diverted funds from banks to stockbrokers,Bexley
1814,4,Broke into a store and stole valuables,Harrow
1815,35,Accidentally shot a relative,Kingston upon Thames
1816,40,Assassinated a man using a knife,Bromley
1817,23,Caught driving a motor bike while drunk,Barnet
1818,20,Assaulted the spouse,Bexley
1819,46,Caught drunk and urinating on the street,Enfield
1820,26,Forged degree certificates,Westminster
1821,23,Caught driving a motor bike while drunk,Richmond upon Thames
1822,17,Found abusing a child online,Ealing
1823,54,Guilty of soliciting a murder,Camden
1824,60,Caught laundering money,Lambeth
1825,6,Had set fire to the vehicle,Hammersmith and Fulham
1826,51,Caught manipulating accounts,City of London
1827,35,Accidentally shot a relative,Hammersmith and Fulham
1828,11,Beat 10 year old son,Bromley
1829,21,Caught manufacturing large quantities of cocaine,Greenwich
1830,46,Caught drunk and urinating on the street,Bromley
1831,19,Played loud music after 11pm,Barnet
1832,46,Caught drunk and causing disruption in a public park,Croydon
1833,21,Caught cultivating marijuana indoors,Hounslow
1834,27,Used trust funds for fraudulent purposes,Lambeth
1835,26,Forged signature of authority,Bexley
1836,25,Blackmailed the employer for raise in wage,Enfield
1837,59,Caught defacing a monument,Richmond upon Thames
1838,36,Shot a child dead,Brent
1839,38,Caught drinking under age,Southwark
1840,49,Raped an employee,Sutton
1841,6,Had set fire to the house,Lambeth
1842,4,Broke into a house and stole valuables,Southwark
1843,61,Caught manipulating locals to transfer money to a bank account,Barnet
1844,18,Caught loitering the streets,Barking and Dagenham
1845,48,Caught laundering money for an organization,Brent
1846,16,Indecent behaviour in the court,Brent
1847,12,Found selling/uploading child pornography,Sutton
1848,58,Caught for gemstones fraud,Lambeth
1849,22,Caught selling heroin,Harrow
1850,60,Caught laundering money,Newham
1851,16,Failed to comply with courts order,Barnet
1852,35,Accidentally shot a man,Brent
1853,35,Accidentally shot a man,Croydon
1854,33,Used car insurance funds for fraudulent purposes,Kensington and Chelsea
1855,9,Caught bribing a politition,Merton
1856,6,Had set fire to the vehicle,Southwark
1857,16,Indecent behaviour in the court,Hounslow
1858,52,Sexually assaulted a co-worker,Camden
1859,12,Found selling/uploading child pornography,Sutton
1860,13,Stole companys private information,Tower Hamlets
1861,51,Bought shares under a fictitious names,Southwark
1862,9,Caught bribing a politition,Bexley
1863,44,Violated terms of proabtion by approaching victim/defendent,Brent
1864,61,Caught manipulating locals to transfer money to a bank account,Brent
1865,32,Caught impersonating another student in the exam hall,Greenwich
1866,51,Bought shares under a fictitious names,Wandsworth
1867,50,Robbed a local shop,Wandsworth
1868,60,Caught practicing a ponzi scheme,Hillingdon
1869,54,Guilty of soliciting a murder,Hammersmith and Fulham
1870,46,Caught drunk and causing disruption in a public park,Southwark
1871,48,Caught extorting money from shops in 3rd avenue,Ealing
1872,4,Broke into a house and stole valuables,Croydon
1873,22,Caught selling methamphetamine,Enfield
1874,29,Committed hate crimes against religion,Hounslow
1875,3,Found trafficing 1 kg cocaine,Merton
1876,22,Caught selling heroin,Greenwich
1877,22,Caught selling heroin,Harrow
1878,45,Caught practicing prostitution on 11th street,Lambeth
1879,53,Caught shoplifting on 1st street,Greenwich
1880,16,Failed to appear in front of the court,Haringey
1881,8,Attempted to shoot a person,Sutton
1882,42,Caught with an open bottle of alcohol in the car,Harrow
1883,24,Caught stealing money from the employer,Richmond upon Thames
1884,30,Committed consensual homicide,City of London
1885,41,Pushed a man down the stairs after argument,Ealing
1886,60,Caught bribing officials,Greenwich
1887,27,Committed fraud through online phishing,Newham
1888,22,Caught selling marijuana on streets,City of London
1889,7,Shot a person on the shoulder,Enfield
1890,48,Caught extorting money from shops in 3rd avenue,Lambeth
1891,22,Caught selling marijuana on streets,Islington
1892,25,Extorted money from a person under threat of exposure,Islington
1893,8,Attempted to rob a bank,Barnet
1894,21,Caught manufacturing large quantities of cocaine,Camden
1895,24,Caught stealing money from the employer,Hammersmith and Fulham
1896,6,Had set fire to the forest,Waltham Forest
1897,3,Found cultitvating drugs,Richmond upon Thames
1898,51,Caught manipulating accounts,Sutton
1899,61,Caught manipulating locals to transfer money to a bank account,Southwark
1900,60,Caught practicing a ponzi scheme,Hounslow
1901,33,Used car insurance funds for fraudulent purposes,Bexley
1902,44,Violated terms of probation by leaving the city,Lewisham
1903,32,Caught impersonating another person in a bank,Waltham Forest
1904,50,Robbed a local shop,Barnet
1905,60,Caught laundering money,Enfield
1906,38,Caught in possession of alcohol under age,Ealing
1907,3,Found possessing 1 kg cocaine,City of London
1908,21,Caught cultivating marijuana indoors,Lewisham
1909,22,Caught selling methamphetamine,Ealing
1910,43,Committed perjury by confirming false information,Kensington and Chelsea
1911,20,Assaulted the spouse,Redbridge
1912,45,Caught practicing prostitution on 11th street,Havering
1913,57,Caught for inflating deductions/expenses,Hounslow
1914,56,Sexually assaulted a minor,Enfield
1915,27,Used trust funds for fraudulent purposes,Lewisham
1916,11,Beat 13 year old daughter,Newham
1917,20,Abandoned the parents,Wandsworth
1918,25,Blackmailed the employer for raise in wage,Southwark
1919,59,Caught defacing a monument,Hounslow
1920,1,Aided a runaway,Merton
1921,18,Caught in a drunk state,Bexley
1922,35,Accidentally shot a man,Waltham Forest
1923,22,Caught selling methamphetamine,Richmond upon Thames
1924,58,Caught involved in Credit card scam,Barking and Dagenham
1925,22,Caught selling methamphetamine,Croydon
1926,53,Caught shoplifting on 3rd street,Newham
1927,11,Beat 13 year old daughter,Barnet
1928,37,Caught selling medical merijuana without permit,Newham
1929,4,Broke into a house and stole valuables,Hackney
1930,33,Used car insurance funds for fraudulent purposes,Camden
1931,22,Caught selling methamphetamine,Tower Hamlets
1932,5,Robbed a store,Islington
1933,57,Caught for inflating deductions/expenses,Waltham Forest
1934,53,Caught shoplifting on 3rd street,Haringey
1935,50,Robbed a house,Enfield
1936,40,Assassinated a woman using a dagger41Commited murder of the second degree,Ealing
1937,36,Shot a child dead,Southwark
1938,11,Beat 10 year old son,Hounslow
1939,5,Robbed a house,Tower Hamlets
1940,24,Caught stealing money from the employer,Westminster
1941,52,Sexually assaulted a co-worker,Kensington and Chelsea
1942,60,Caught laundering money,Barking and Dagenham
1943,54,Guilty of soliciting a kidnapping,Ealing
1944,51,Diverted funds from banks to stockbrokers,Ealing
1945,8,Attempted to shoot a person,Brent
1946,1,Aided a runaway,Sutton
1947,59,Caught defacing a monument,Barking and Dagenham
1948,52,Sexually assaulted an employee,Southwark
1949,40,Assassinated a woman using a dagger41Commited murder of the second degree,Merton
1950,21,Caught cultivating marijuana indoors,Kingston upon Thames
1951,32,Caught impersonating another person in a bank,Southwark
1952,41,Hit husband on the head with a candlestick after she found out about his affair,Hounslow
1953,18,Caught engaing in a fight,Kensington and Chelsea
1954,56,Involved in unlawful sex with a minor,Barking and Dagenham
1955,28,Harassed a fellow employee,Newham
1956,3,Found cultitvating drugs,Brent
1957,48,Caught acting as a loan shark and extorting locals,Westminster
1958,51,Bought shares under a fictitious names,Barnet
1959,13,Hacked into a website,Harrow
1960,9,Caught bribing a police officer,Barnet
1961,1,Aided a fugitive,Harrow
1962,39,Caught laundering illegal drug money,Kensington and Chelsea
1963,14,Conspired to hijack a plane,Greenwich
1964,9,Caught bribing a politition,Lewisham
1965,37,Caught selling medical merijuana without permit,Sutton
1966,14,Conspired to bomb a building,Hounslow
1967,58,Caught involved in a lottery scam,Croydon
1968,57,Caught for inflating deductions/expenses,Newham
1969,19,Played loud music after 11pm,City of London
1970,5,Robbed a bank,Sutton
1971,57,Caught for inflating deductions/expenses,Redbridge
1972,17,Found abusing a child online,Bexley
1973,42,Caught with an open bottle of alcohol in the car,Hillingdon
1974,6,Had set fire to a cinema,Hackney
1975,36,Shot a child dead,Croydon
1976,37,Caught in possession of medical marijuana without doctors prescription,Southwark
1977,37,Caught selling medical merijuana without permit,Barking and Dagenham
1978,22,Caught selling marijuana on streets,Enfield
1979,60,Caught bribing officials,Croydon
1980,26,Forged signature of authority,Merton
1981,9,Caught accepting bribe from a person,Westminster
1982,9,Caught accepting bribe from a person,Enfield
1983,58,Caught for gemstones fraud,Kensington and Chelsea
1984,55,Caught stalking ex-girlfriend,Croydon
1985,41,Hit husband on the head with a candlestick after she found out about his affair,Greenwich
1986,22,Caught selling methamphetamine,Lewisham
1987,53,Caught shoplifting on 1st street,Hammersmith and Fulham
1988,45,Caught practicing prostitution on 1st street,Sutton
1989,36,Shot a child dead,Newham
1990,18,Caught urinating in public,Greenwich
1991,28,Harassed a fellow employee,Islington
1992,25,Extorted money from a person under threat of exposure,Barnet
1993,47,Caught trying to lure people into a pyramid scheme,Hounslow
1994,58,Caught for gemstones fraud,Ealing
1995,40,Assassinated a man using a knife,Croydon
1996,39,Laundered black money,Bexley
1997,32,Caught impersonating another person in a bank,Ealing
1998,17,Found harrasing a child online,Hackney
1999,31,Caught streaking in the stadium,Brent
2000,48,Caught extorting money from shops in 3rd avenue,City of London
2001,22,Caught selling marijuana on streets,Hillingdon
2002,27,Committed fraud through online phishing,Merton
2003,32,Caught impersonating another student in the exam hall,Ealing
2004,50,Robbed a local shop,Waltham Forest
2005,18,Caught urinating in public,Richmond upon Thames
2006,56,Involved in unlawful sex with a minor,Hounslow
2007,1,Aided a fugitive,Southwark
2008,39,Caught laundering illegal drug money,Greenwich
2009,41,Hit husband on the head with a candlestick after she found out about his affair,Enfield
2010,30,Committed vehicular homicide,Greenwich
2011,59,Caught defacing a monument,Sutton
2012,54,Guilty of soliciting a kidnapping,Wandsworth
2013,8,Attempted to rob a store,Bromley
2014,31,Caught streaking in the park,Lewisham
2015,27,Used trust funds for fraudulent purposes,Greenwich
2016,39,Laundered black money,Havering
2017,4,Broke into a house and stole valuables,Hammersmith and Fulham
2018,56,Involved in unlawful sex with a minor,Croydon
2019,16,Failed to appear in front of the court,Hounslow
2020,35,Accidentally shot a man,Westminster
2021,53,Caught shoplifting on 3rd street,Waltham Forest
2022,43,Committed perjury by confirming false information,Barnet
2023,40,Assassinated a woman using a dagger41Commited murder of the second degree,Brent
2024,39,Caught laundering illegal drug money,Merton
2025,2,Assaulted a police officer,Enfield
2026,61,Caught manipulating employees of a company to transfer money to a bank account,Harrow
2027,4,Broke into a store and stole valuables,Hammersmith and Fulham
2028,29,Committed hate crimes against another race,Haringey
2029,54,Guilty of soliciting a kidnapping,Lewisham
2030,17,Found abusing a child online,Brent
2031,7,Shot a person on the shoulder,Redbridge
2032,42,Caught with an open bottle of alcohol in the car,Merton
2033,32,Caught impersonating another student in the exam hall,Croydon
2034,54,Guilty of soliciting prostitution,Ealing
2035,44,Violated terms of proabtion by approaching victim/defendent,Sutton
2036,10,Abandoned child on the road,Kensington and Chelsea
2037,5,Robbed a civilian,Hounslow
2038,33,Used health insurance funds for fraudulent purposes,Haringey
2039,31,Caught streaking in the stadium,Hackney
2040,3,Found cultitvating drugs,Brent
2041,49,Raped a co-worker,Kensington and Chelsea
2042,44,Violated terms of proabtion by approaching victim/defendent,Greenwich
2043,57,Caught for hiding interest in offshore accounts,Ealing
2044,7,Hit a person on the head with a rod,Merton
2045,57,Caught for underreporting income,Brent
2046,20,Assaulted the spouse,Kingston upon Thames
2047,6,Had set fire to a cinema,Merton
2048,15,Stole money from other peoples credit card,Brent
2049,8,Attempted to shoot a person,City of London
2050,21,Caught manufacturing large quantities of cocaine,Sutton
2051,53,Caught shoplifting on 3rd street,Southwark
2052,11,Beat 13 year old daughter,Kensington and Chelsea
2053,22,Caught selling heroin,City of London
2054,13,Hacked into a company server,Enfield
2055,24,Caught stealing money from the workplace,Bexley
2056,16,Indecent behaviour in the court,Havering
2057,33,Used health insurance funds for fraudulent purposes,Westminster
2058,6,Had set fire to the house,Lambeth
2059,54,Guilty of soliciting prostitution,Islington
2060,6,Had set fire to a cinema,Hammersmith and Fulham
2061,21,Caught manufacturing large quantities of cocaine,Waltham Forest
2062,34,Kidnapped a 5 year old child,Haringey
2063,45,Caught practicing prostitution on 11th street,Islington
2064,1,Aided a criminal,Kensington and Chelsea
2065,54,Guilty of soliciting prostitution,Hillingdon
2066,44,Violated terms of probation by leaving the city,Newham
2067,46,Caught drunk and urinating on the street,Lewisham
2068,44,Violated terms of probation by leaving the city,Bexley
2069,8,Attempted to rob a bank,Kingston upon Thames
2070,48,Caught laundering money for an organization,Newham
2071,58,Caught for gemstones fraud,Croydon
2072,36,Shot a child dead,Hillingdon
2073,5,Robbed a house,Havering
2074,27,Used trust funds for fraudulent purposes,Newham
2075,57,Caught for hiding interest in offshore accounts,Harrow
2076,42,Caught with an open bottle of alcohol in the car,Harrow
2077,35,Accidentally shot a relative,Newham
2078,52,Sexually assaulted a co-worker,Brent
2079,5,Robbed a store,Southwark
2080,25,Blackmailed the employer for raise in wage,Waltham Forest
2081,34,Kidnapped a 3 year old child,Westminster
2082,23,Caught driving a car under the influence of alcohol,Croydon
2083,61,Caught manipulating employees of a company to transfer money to a bank account,Lewisham
2084,56,Sexually assaulted a minor,Brent
2085,3,Found cultitvating drugs,Barnet
2086,31,Caught streaking in the park,Hillingdon
2087,16,Failed to appear in front of the court,Havering
2088,23,Caught driving a motor bike while drunk,Hounslow
2089,17,Found abusing a child online,Barnet
2090,58,Caught for gemstones fraud,Barnet
2091,48,Caught extorting money from shops in 3rd avenue,Southwark
2092,49,Raped an employee,Brent
2093,59,Caught damaging library books,Lambeth
2094,1,Aided a murderer,Hammersmith and Fulham
2095,2,Assaulted a minor,Barnet
2096,5,Robbed a house,Tower Hamlets
2097,51,Diverted funds from banks to stockbrokers,Hounslow
2098,44,Violated terms of proabtion by approaching victim/defendent,Hammersmith and Fulham
2099,21,Caught manufacturing large quantities of cocaine,Tower Hamlets
2100,16,Failed to appear in front of the court,Bexley
2101,55,Caught stalking ex-girlfriend,Tower Hamlets
2102,54,Guilty of soliciting a murder,Hammersmith and Fulham
2103,24,Caught stealing money from the workplace,Hillingdon
2104,24,Caught stealing money from the workplace,Merton
2105,16,Failed to comply with courts order,Kingston upon Thames
2106,51,Diverted funds from banks to stockbrokers,Brent
2107,58,Caught involved in a lottery scam,Barking and Dagenham
2108,15,Stole money from other peoples credit card,Haringey
2109,52,Sexually assaulted an employee,Newham
2110,17,Found harrasing a child online,Hammersmith and Fulham
2111,17,Found abusing a child online,Camden
2112,28,Harassed a fellow employee,Brent
2113,59,Caught painting on private owned walls,Waltham Forest
2114,20,Assaulted the spouse,Greenwich
2115,50,Robbed a local shop,Bromley
2116,18,Caught loitering the streets,Hillingdon
2117,6,Had set fire to the forest,City of London
2118,23,Caught driving a motor bike while drunk,Westminster
2119,24,Caught stealing money from the workplace,Lewisham
2120,56,Involved in unlawful sex with a minor,Southwark
2121,38,Caught in possession of alcohol under age,Haringey
2122,7,Hit a person on the head with a rod,Camden
2123,48,Caught extorting money from shops in 3rd avenue,Lewisham
2124,24,Caught stealing money from the employer,City of London
2125,8,Attempted to rob a store,Merton
2126,6,Had set fire to a cinema,Harrow
2127,34,Kidnapped a 5 year old child,Hackney
2128,16,Failed to comply with courts order,Bromley
2129,60,Caught laundering money,Westminster
2130,55,Caught stalking ex-girlfriend,Hackney
2131,57,Caught for underreporting income,Merton
2132,27,Used trust funds for fraudulent purposes,Croydon
2133,9,Caught bribing a politition,Bromley
2134,3,Found possessing 1 kg cocaine,Greenwich
2135,13,Stole companys private information,Merton
2136,13,Corrupted the data files of a company,Brent
2137,40,Assassinated a man using a knife,Westminster
2138,44,Violated terms of proabtion by approaching victim/defendent,Haringey
2139,56,Involved in unlawful sex with a minor,Ealing
2140,35,Accidentally shot a relative,Kensington and Chelsea
2141,32,Caught impersonating another student in the exam hall,Newham
2142,42,Caught with an open bottle of alcohol in the car,Islington
2143,35,Accidentally shot a man,Kensington and Chelsea
2144,51,Bought shares under a fictitious names,Harrow
2145,28,Harassed a fellow employee,Waltham Forest
2146,49,Raped an employee,Lambeth
2147,60,Caught bribing officials,Westminster
2148,48,Caught acting as a loan shark and extorting locals,Islington
2149,34,Kidnapped a 5 year old child,Camden
2150,27,Committed fraud through online phishing,Islington
2151,12,Found with collection of child pornography,Camden
2152,61,Caught manipulating locals to transfer money to a bank account,Waltham Forest
2153,52,Sexually assaulted an employee,City of London
2154,18,Caught urinating in public,Hounslow
2155,27,Committed fraud through online phishing,Lambeth
2156,52,Sexually assaulted an employee,Greenwich
2157,37,Caught in possession of medical marijuana without doctors prescription,Merton
2158,56,Sexually assaulted a minor,Harrow
2159,24,Caught stealing money from the employer,Havering
2160,10,Abandoned child in the mall,Westminster
2161,7,Stabbed a person,Barking and Dagenham
2162,59,Caught setting fire to a tree,Tower Hamlets
2163,29,Committed hate crimes against religion,Westminster
2164,20,Assaulted the spouse,Richmond upon Thames
2165,29,Committed hate crimes against religion,Camden
2166,17,Found humiliating a child online,Newham
2167,9,Caught bribing a police officer,Brent
2168,26,Forged stamp papers,Hounslow
2169,22,Caught selling marijuana on streets,Redbridge
2170,25,Blackmailed the employer for raise in wage,Croydon
2171,18,Caught in a drunk state,Redbridge
2172,5,Robbed a house,Sutton
2173,51,Bought shares under a fictitious names,Newham
2174,58,Caught involved in a lottery scam,Haringey
2175,56,Sexually assaulted a minor,Tower Hamlets
2176,49,Raped an employee,Camden
2177,19,Started a brawl,Bexley
2178,44,Violated terms of proabtion by approaching victim/defendent,Redbridge
2179,56,Involved in unlawful sex with a minor,Richmond upon Thames
2180,1,Aided a fugitive,Wandsworth
2181,9,Caught bribing a police officer,Sutton
2182,22,Caught selling marijuana on streets,Newham
2183,5,Robbed a house,Newham
2184,20,Assaulted the spouse,Camden
2185,53,Caught shoplifting on 3rd street,Croydon
2186,48,Caught extorting money from shops in 3rd avenue,Bexley
2187,48,Caught extorting money from shops in 3rd avenue,Redbridge
2188,26,Forged signature of authority,Croydon
2189,44,Violated terms of probation by leaving the city,Ealing
2190,2,Assaulted a politition,Redbridge
2191,9,Caught accepting bribe from a person,City of London
2192,58,Caught involved in Credit card scam,Kensington and Chelsea
2193,6,Had set fire to the vehicle,Camden
2194,33,Used health insurance funds for fraudulent purposes,City of London
2195,48,Caught extorting money from shops in 3rd avenue,Camden
2196,61,Caught manipulating locals to transfer money to a bank account,Merton
